No,Cruise,Sample,Station,Depth.Category,depth,Size.Fraction,Min.Size.Fraction,lat,lon,Depth.m,Temp,O2,time,PANGAEA.sample.identifier,PO4.umol.l,NO2NO3.umol.l,SI.umol.l,Biome,OceanRegion1,OceanRegion2,PO4.WOA,NO3.WOA,NP.ratio.WOA,Pstar.WOA,Nstar.WOA,PO4.100m.WOA,NO3.100m.WOA,PO4.200m.WOA,NO3.200m.WOA,PO4.500m.WOA,NO3.500m.WOA,tot.counts,recA.sums,phnA.sums,phnC.sums,phnD.sums,phnE.sums,phnG.sums,phnH.sums,phnI.sums,phnJ.sums,phnK.sums,phnL.sums,phnM.sums,phnP.sums,phnW.sums,phnX.sums,phoA.sums,phoD.sums,phoX.sums,pstA.sums,pstB.sums,pstC.sums,ptxD.sums,phnZ.sums
83,TARA,TARA_065_DCM_0.22-3,65,DCM,30,0.22-3,0.22,-35.2421,26.3048,28.7,21.8,206.4,7/12/10 11:03,TARA_R100001198,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.3594,2.4966,6.946577629,0.2033625,-0.5338,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,24413000,19167.68413,4445.49326,2949.920984,4190.641661,4692.93674,43.86553735,37.77389349,60.32952728,41.11116853,33.65069,51.6550579,14.50743993,9594.8225,1513.866673,78.00917758,1742.738993,2903.786705,1644.751607,4907.930357,5142.919469,5186.481642,14863.69476,8869.419639
84,TARA,TARA_065_MES_0.22-3,65,MES,850,0.22-3,0.22,-35.1889,26.2905,842.2,8.4,198,7/12/10 6:46,TARA_B000000460,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,1.4734,21.7218,14.74263608,0.1157875,0.8674,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,10428900,11093.6334,5113.591167,2045.723497,5218.318547,4976.863146,13.22160511,9.319840996,15.28541866,45.00385838,15.45331889,18.43210416,57.68086523,4800.96261,2004.442996,851.228295,1112.50025,1738.79066,1941.665174,1030.997202,1264.656418,858.4748458,8780.292404,6049.305442
85,TARA,TARA_065_SRF_<-0.22,65,SRF,5,<-0.22,Virome,-35.1728,26.2868,5.9,21.8,207,7/12/10 5:59,TARA_Y100000356,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.326,1.5291,4.690490798,0.23043125,-0.9669,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,14994400,6420.318426,67.21231329,247.5423747,276.1433743,361.7075694,24.2406984,26.66033352,23.7676949,23.03364843,20.77967603,20.66918181,1.62950208,250.2829029,18.59835408,1.119057829,85.19875137,156.7513456,243.4869326,285.3446495,286.8508128,159.2364301,465.9833026,95.71319283
86,TARA,TARA_065_SRF_0.1-0.22,65,SRF,5,0.1-0.22,0.1,-35.1728,26.2868,5.9,21.8,207,7/12/10 5:59,TARA_B000000437,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.326,1.5291,4.690490798,0.23043125,-0.9669,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,22022900,18723.32472,83.27141649,45.90900126,75.94266929,90.26033808,0.078366446,0.176262412,0.264568156,0.169426128,0.449374796,0,0.296602388,187.0017962,28.47043884,27.76698441,21.81756865,24.45553513,25.61999543,73.54870845,76.85545013,73.52595619,368.0193612,126.909601
87,TARA,TARA_065_SRF_0.22-3,65,SRF,5,0.22-3,0.22,-35.1728,26.2868,5.9,21.8,207,7/12/10 5:59,TARA_R100001230,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.326,1.5291,4.690490798,0.23043125,-0.9669,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,6890880,14978.89113,2865.738145,1932.441274,2453.667938,2888.037239,22.65047266,24.45923426,30.99179871,17.70157892,21.21160428,27.57007938,0.166666667,7130.557947,945.3551976,98.71431298,961.0874559,2011.949615,1037.992999,3359.97503,3572.828481,3572.180312,10646.7648,6561.392802
88,TARA,TARA_066_DCM_<-0.22,66,DCM,30,<-0.22,Virome,-34.8901,18.0459,28.6,15,240.4,7/15/10 15:36,TARA_B000000477,0.34,3.34,2.47,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.6309,3.1555,5.001585037,0.43368125,-4.2189,72.3257,563.3051,181.7857,1975.6545,642.8037,7966.6698,11131300,5542.667215,292.3731504,269.4208108,314.9226632,357.9101999,47.47664131,38.3272816,41.10591686,46.59711084,40.68383884,38.07385928,0.098630137,985.9170684,244.0214677,0.538628438,352.3853724,179.4725002,209.1015285,291.5501708,282.2553065,223.0022328,839.0754875,121.0280068
89,TARA,TARA_066_DCM_0.22-3,66,DCM,30,0.22-3,0.22,-34.8901,18.0459,28.6,15,240.4,7/15/10 15:36,TARA_R100000908,0.34,3.34,2.47,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.6309,3.1555,5.001585037,0.43368125,-4.2189,72.3257,563.3051,181.7857,1975.6545,642.8037,7966.6698,6375020,6674.759461,1554.849506,860.4251556,1100.902293,1367.903962,13.74861811,9.182600162,11.08607218,13.69495976,11.34218625,12.00904922,2.460923299,3780.057559,533.6891317,23.73521516,692.8034302,1381.43403,534.7609594,936.4981415,1030.725004,961.6699317,5586.747042,3765.922456
90,TARA,TARA_066_SRF_<-0.22,66,SRF,5,<-0.22,Virome,-34.9449,17.9189,5.4,15,238.9,7/15/10 12:22,TARA_B000000475,0.37,3.23,2.74,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.5678,1.976,3.480098626,0.4443,-4.3888,72.3257,563.3051,181.7857,1975.6545,642.8037,7966.6698,23218900,3701.803337,150.2462501,334.0479464,412.7585702,484.6245381,28.33872325,29.15975194,34.71974328,37.17048289,28.62456355,17.14268409,0.697821512,615.9371377,137.7251621,0.248842834,276.3230415,442.9408199,390.985523,387.0829398,385.1742848,251.9306181,804.1667194,146.9977425
91,TARA,TARA_066_SRF_0.22-3,66,SRF,5,0.22-3,0.22,-34.9449,17.9189,5.4,15,238.9,7/15/10 12:22,TARA_R100000900,0.37,3.23,2.74,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.5678,1.976,3.480098626,0.4443,-4.3888,72.3257,563.3051,181.7857,1975.6545,642.8037,7966.6698,7205450,13645.52292,3189.799512,1871.965087,2232.623395,2790.385805,22.64227017,15.8184876,20.08175959,24.53579026,18.3209126,18.98687884,6.46639085,7960.702066,990.2522348,49.99372691,1330.560854,2820.877454,1037.135164,1998.497148,2054.695076,1980.075849,11257.14603,7633.967967
92,TARA,TARA_067_SRF_<-0.22,67,SRF,5,<-0.22,Virome,-32.2401,17.7103,5.5,12.8,249.4,9/7/10 6:19,TARA_B100000497,1.016,7.091,13.88,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.7161,3.8569,5.385979612,0.47504375,-4.8807,108.0288,991.9814,260.3409,2723.8285,,,26974200,3346.599738,67.53208235,91.79496379,110.5442074,110.4228012,12.9049309,15.810034,12.93427679,12.33277032,13.26735865,9.606288812,7.49798198,264.1416383,37.42013085,2.472687507,114.5830149,47.74057273,71.32918668,109.2764879,102.059998,97.99619796,315.6024817,27.20211874
93,TARA,TARA_067_SRF_0.22-0.45,67,SRF,5,0.22-0.45,0.22,-32.2401,17.7103,5.5,12.8,249.4,9/7/10 6:19,TARA_Y100000389,1.016,7.091,13.88,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.7161,3.8569,5.385979612,0.47504375,-4.8807,108.0288,991.9814,260.3409,2723.8285,,,11755500,15135.65493,3164.354975,2644.92075,1987.826767,2466.51245,1.676836801,3.965964286,4.342298838,4.54237035,3.980196775,9.505478998,6.543240984,6540.930168,156.5597723,469.5075588,1039.32872,1641.714683,432.9141248,2907.163807,2743.143625,2869.47777,9087.404888,4389.752254
94,TARA,TARA_067_SRF_0.22-3,67,SRF,5,0.22-3,0.22,-32.2401,17.7103,5.5,12.8,249.4,9/7/10 6:19,TARA_Y100000385,1.016,7.091,13.88,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.7161,3.8569,5.385979612,0.47504375,-4.8807,108.0288,991.9814,260.3409,2723.8285,,,26516400,6624.302454,1488.978972,754.1783531,1136.728438,1113.246822,15.23311954,12.64111965,15.08770063,15.22843977,14.41480372,42.79113807,50.43278515,3093.224464,234.1756326,55.18767645,977.9545764,1278.382951,417.9990971,1246.657705,1233.633697,1222.003448,3442.738022,1999.75696
95,TARA,TARA_067_SRF_0.45-0.8,67,SRF,5,0.45-0.8,0.45,-32.2401,17.7103,5.5,12.8,249.4,9/7/10 6:19,TARA_R100000951,1.016,7.091,13.88,Coastal ,South Atlantic Ocean,Benguela Current Coastal Province,0.7161,3.8569,5.385979612,0.47504375,-4.8807,108.0288,991.9814,260.3409,2723.8285,,,5877720,14453.29429,4267.724471,1657.431047,2333.487194,2285.110567,29.53261079,22.3105027,23.56074642,24.30397125,19.84463441,99.66481053,127.5408099,7384.18564,483.3564532,102.0505921,2964.395574,3808.82172,976.5633664,2489.101164,2201.204021,2358.834774,5817.157766,4128.694426
96,TARA,TARA_068_DCM_<-0.22,68,DCM,50,<-0.22,Virome,-31.027,4.6802,40.3,16.8,231.7,9/14/10 13:30,TARA_B100000482,1.529,22.08,2.436,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.281,0.2698,0.960142349,0.2641375,-1.5062,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,27523300,3528.651862,10.85364553,17.79902667,21.30218088,27.42498455,2.624087821,2.272579657,2.28428981,2.38076786,2.775468734,2.527467295,0.127214171,31.11684352,9.47659704,0,11.78777344,16.19414538,10.06287849,69.50595585,69.96602727,69.09180944,92.43237254,8.266737378
97,TARA,TARA_068_DCM_0.22-0.45,68,DCM,50,0.22-0.45,0.22,-31.027,4.6802,40.3,16.8,231.7,9/14/10 13:30,TARA_Y100000748,1.529,22.08,2.436,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.281,0.2698,0.960142349,0.2641375,-1.5062,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,16138300,20932.87066,4060.415149,2432.856391,4270.910612,4378.031844,9.186196497,10.3556724,8.228512741,10.92137533,7.869097455,11.54521527,5.887430576,6658.36567,1064.76421,80.48505071,2310.584682,3283.960767,2150.653086,2284.798182,2458.370713,1912.171111,16613.69652,7955.630414
98,TARA,TARA_068_DCM_0.22-3,68,DCM,50,0.22-3,0.22,-31.027,4.6802,40.3,16.8,231.7,9/14/10 13:30,TARA_Y100000746,0.227,1.08,2.436,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.281,0.2698,0.960142349,0.2641375,-1.5062,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,20695300,9327.720957,1507.014826,2217.775964,2678.297371,2607.430303,27.06045631,31.47579956,27.31337279,35.45263254,24.3753007,21.03068083,0.887102612,3689.655065,531.9546658,24.88121631,610.0959685,1360.881764,640.1753063,2058.811488,2406.207253,1672.208019,5584.680177,3403.017013
99,TARA,TARA_068_DCM_0.45-0.8,68,DCM,50,0.45-0.8,0.45,-31.027,4.6802,40.3,16.8,231.7,9/14/10 13:30,TARA_R100000995,0.227,1.08,2.436,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.281,0.2698,0.960142349,0.2641375,-1.5062,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,22766000,11546.93397,2639.382473,2949.979235,3905.158553,4086.791093,37.95804329,37.50079081,35.90637978,37.57159563,36.04899536,26.99649948,2.451996975,5884.392793,843.307438,27.57996583,948.9002937,2118.187049,1169.608371,2724.935977,3337.822366,2191.917233,6873.70657,4703.222442
100,TARA,TARA_068_MES_0.22-3,68,MES,700,0.22-3,0.22,-31.0198,4.6685,722.7,7,195.2,9/13/10 13:02,TARA_B100000470,0.227,1.08,12.08,Trades,South Atlantic Ocean,South Atlantic Gyral Province,1.8988,26.8413,14.13592795,0.22121875,-0.8195,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,20031000,10454.76817,4233.09045,2197.555231,4680.913817,4551.336393,13.47795979,14.52592058,14.39091543,12.05109806,12.05543657,9.597849956,59.02169281,4984.062463,1941.739135,983.826339,996.0749777,1510.775065,1904.662536,739.4694663,1007.370142,610.6071803,8456.411343,6760.337563
101,TARA,TARA_068_MES_0.45-0.8,68,MES,700,0.45-0.8,0.45,-31.0198,4.6685,722.7,7,195.2,9/13/10 13:02,TARA_Y100000758,0.227,1.08,12.08,Trades,South Atlantic Ocean,South Atlantic Gyral Province,1.8988,26.8413,14.13592795,0.22121875,-0.8195,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,6723340,8446.613962,4944.475619,2133.444993,3496.662299,3571.462869,11.06159398,21.17203248,21.44716147,16.24064187,20.28172771,22.72647522,58.56411355,5207.868769,1644.50718,845.3658172,698.1533256,1610.701321,2062.864863,871.9681207,1158.403569,708.3841478,6836.076031,5050.612099
102,TARA,TARA_068_SRF_<-0.22,68,SRF,5,<-0.22,Virome,-31.0266,4.665,5.4,16.8,231.9,9/14/10 6:55,TARA_B100000475,0.229,1.303,2.601,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2563,0.1233,0.481076863,0.24859375,-1.2575,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,28467700,4032.404361,118.2382691,337.3153907,396.8808421,388.3285517,43.92381226,44.5359458,51.54448538,49.51869856,42.90470864,51.64234089,1.607411586,583.2120713,17.83201815,0.037170264,203.7435236,409.1945389,285.1394852,385.3377912,374.5151006,280.725002,666.351456,151.9313498
103,TARA,TARA_068_SRF_0.22-0.45,68,SRF,5,0.22-0.45,0.22,-31.0266,4.665,5.4,16.8,231.9,9/14/10 6:55,TARA_Y100000741,0.229,1.303,2.601,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2563,0.1233,0.481076863,0.24859375,-1.2575,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,17536800,17571.77839,3906.526093,2673.357533,3068.884665,3887.199373,9.17390592,5.401037606,6.975208285,6.895872335,5.55863817,5.193202837,2.808915774,9310.423426,1067.888017,96.86350783,1254.224841,2629.073883,1370.199171,1787.234294,2154.455548,1603.881285,14990.22393,9409.209952
104,TARA,TARA_068_SRF_0.22-3,68,SRF,5,0.22-3,0.22,-31.0266,4.665,5.4,16.8,231.9,9/14/10 6:55,TARA_Y100000739,0.229,1.303,2.601,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2563,0.1233,0.481076863,0.24859375,-1.2575,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,26635600,9910.65024,1511.500694,2386.58564,2790.32582,2742.205149,46.51347638,37.37587633,34.79151574,40.62532446,28.73253017,30.12035103,1.667330878,4055.588016,599.5603074,32.10310998,631.4489989,1479.241632,675.2571004,2326.149788,2794.110059,1885.111423,6351.696663,3820.545997
105,TARA,TARA_068_SRF_0.45-0.8,68,SRF,5,0.45-0.8,0.45,-31.0266,4.665,5.4,16.8,231.9,9/14/10 6:55,TARA_R100000988,0.229,1.303,2.601,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2563,0.1233,0.481076863,0.24859375,-1.2575,28.5012,47.9819,76.9949,357.845,369.6803,4226.1992,4745430,14274.13452,3114.899684,4416.080546,5415.448825,5460.309497,46.88294912,49.1004982,42.20426314,47.90330628,45.32385793,31.16334391,2.499818821,6824.314807,849.7944198,39.51008145,1131.99647,2773.795737,1531.895298,3951.218328,4977.352192,3142.281693,7247.05125,4538.526605
106,TARA,TARA_070_MES_<-0.22,70,MES,800,<-0.22,Virome,-20.4075,-3.1641,791.6,4.2,161.7,9/21/10 11:57,TARA_B100000446,0.364,0.986,44.86,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3539,35.7078,15.16963337,0.1221625,0.7654,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,22963700,1461.319698,377.0980506,1718.918329,1888.860002,2379.576745,381.2241438,360.6101825,325.8494936,293.7877907,334.9643264,330.1966361,13.88885095,1113.333749,23.83158812,13.93492991,174.3871007,545.2264418,1113.74384,1015.11927,986.7506458,933.2387507,2300.936795,453.676489
107,TARA,TARA_070_MES_0.22-0.45,70,MES,800,0.22-0.45,0.22,-20.4075,-3.1641,791.6,4.2,161.7,9/21/10 11:57,TARA_Y100000782,0.364,0.986,44.86,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3539,35.7078,15.16963337,0.1221625,0.7654,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,24544300,10582.32267,2768.301881,2347.329399,8030.454628,4736.924732,54.4103971,33.94947187,66.01329976,56.23405231,49.02509282,57.42010654,16.96818429,2969.732875,907.7256973,541.3845408,3203.723772,1746.214964,1829.751815,2187.263523,2290.127712,1505.630033,7424.301149,2444.209141
108,TARA,TARA_070_MES_0.22-3,70,MES,800,0.22-3,0.22,-20.4075,-3.1641,791.6,4.2,161.7,9/21/10 11:57,TARA_Y100000780,0.364,0.986,44.86,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3539,35.7078,15.16963337,0.1221625,0.7654,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,25605600,8793.447688,2969.695417,2399.702973,6007.059592,4107.298352,99.14232517,110.6934042,112.5972009,124.3114807,94.55740778,93.00019896,40.45377238,5330.529316,1527.779436,876.580248,6327.853955,4462.761026,3451.814256,2884.17226,3141.586287,1296.832037,8962.511978,3718.058247
109,TARA,TARA_070_MES_0.45-0.8,70,MES,800,0.45-0.8,0.45,-20.4075,-3.1641,791.6,4.2,161.7,9/21/10 11:57,TARA_R100001039,0.364,0.986,44.86,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3539,35.7078,15.16963337,0.1221625,0.7654,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,8043590,9079.705276,4306.342364,2501.433796,6040.997649,4121.00883,113.3202702,106.2173666,117.8520209,142.6529527,141.4859545,126.4480808,42.91973364,5847.164338,1577.162857,837.8079788,3990.103138,3664.234722,3863.353529,2528.197201,2824.727131,1055.977372,9444.798583,4034.424994
110,TARA,TARA_070_SRF_<-0.22,70,SRF,5,<-0.22,Virome,-20.4091,-3.1759,5.4,19.8,215.7,9/21/10 6:55,TARA_B100000459,2.522,36.73,1.362,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2604,0.252,0.967741935,0.24465,-1.1944,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,32499000,5904.119255,109.7453704,325.4238394,354.0397932,397.5363825,29.76660659,27.44576104,32.08029074,27.02821942,20.40944595,30.87375837,14.62924685,370.9364505,42.6652845,1.356362839,69.64230423,193.5882209,284.957153,327.0748202,334.5441159,228.1711741,607.4605056,119.0038619
111,TARA,TARA_070_SRF_0.22-0.45,70,SRF,5,0.22-0.45,0.22,-20.4091,-3.1759,5.4,19.8,215.7,9/21/10 6:55,TARA_Y100000768,2.522,36.73,1.362,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2604,0.252,0.967741935,0.24465,-1.1944,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,9994070,20572.45621,4454.856465,2282.097528,3000.003593,3932.715908,9.401517423,6.80799666,10.87613684,8.329761536,10.22932796,8.76680473,1.876508821,11232.93939,1211.032232,133.7724754,1632.725025,4112.986391,1350.873232,2149.383557,2272.831444,2347.389395,18929.23197,10277.5443
112,TARA,TARA_070_SRF_0.22-3,70,SRF,5,0.22-3,0.22,-20.4091,-3.1759,5.4,19.8,215.7,9/21/10 6:55,TARA_Y100000766,2.522,36.73,1.362,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2604,0.252,0.967741935,0.24465,-1.1944,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,27866000,5169.956514,978.5941772,981.5746509,1359.766217,1366.32894,26.22460373,13.30122167,28.30079363,29.20554244,26.29474268,15.21447781,0.414463066,2632.105435,357.0417586,18.77851273,428.9576388,963.1983618,320.5757212,910.4836722,1043.343926,897.1816275,3676.035011,1716.455862
113,TARA,TARA_070_SRF_0.45-0.8,70,SRF,5,0.45-0.8,0.45,-20.4091,-3.1759,5.4,19.8,215.7,9/21/10 6:55,TARA_R100001015,2.522,36.73,1.362,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2604,0.252,0.967741935,0.24465,-1.1944,29.9111,49.3977,90.9298,734.001,540.1244,7249.6191,7502440,15642.39615,3555.997341,3148.884654,4393.786913,4476.680915,88.61998946,79.27446548,99.89793403,92.8456113,88.07955523,80.45162621,3.265276444,9639.09896,1284.46253,60.59316502,1592.656263,3610.236064,1398.736231,2920.467346,3383.289858,2656.044144,11431.95316,5846.454673
114,TARA,TARA_072_DCM_<-0.22,72,DCM,100,<-0.22,Virome,-8.7296,-17.9604,95.4,24.1,194.4,10/5/10 15:35,TARA_B100000427,0.104,0.018,1.319,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.4538,4.8309,10.64543852,0.15186875,0.2901,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,23215400,5679.008462,1.557155893,7.074139954,6.041820858,7.831090778,0,0,0.594773969,0.76471544,0.645108828,0.916404718,0.179063361,3.440103999,9.512513643,7.456296296,1.854673806,3.299447444,3.100540378,8.221909335,6.916718892,6.086068669,91.27871522,1.997120545
115,TARA,TARA_072_DCM_0.22-3,72,DCM,100,0.22-3,0.22,-8.7296,-17.9604,95.4,24.1,194.4,10/5/10 15:35,TARA_R100001082,0.104,0.018,1.319,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.4538,4.8309,10.64543852,0.15186875,0.2901,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,13267000,16968.1359,3484.592586,2206.055676,2760.020309,3032.848209,35.54323629,25.90273987,38.44239553,22.37341199,33.96777974,27.52549949,4.22225191,6494.529039,1014.893741,196.9904521,1151.402453,1756.553274,1195.451983,2722.227091,3000.996575,2592.347997,9742.979315,6437.702646
116,TARA,TARA_072_MES_<-0.22,72,MES,800,<-0.22,Virome,-8.7986,-17.9034,792.7,4.7,143.2,10/6/10 7:58,TARA_B100000508,0.143,0.044,34.44,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3472,35.4633,15.10876789,0.13074375,0.6281,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,18159700,3314.579026,172.7601085,588.2149166,693.0549189,764.8713234,71.27985354,59.17047809,87.3173828,92.21282938,61.67849486,78.53291914,4.024156898,590.7920743,31.51135801,1.472133413,287.1227922,720.7642083,254.1778276,494.1452528,520.7890876,504.1089265,894.9652575,353.4414448
117,TARA,TARA_072_MES_0.22-3,72,MES,800,0.22-3,0.22,-8.7986,-17.9034,792.7,4.7,143.2,10/6/10 7:58,TARA_R100001086,0.143,0.044,34.44,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.3472,35.4633,15.10876789,0.13074375,0.6281,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,7235480,13950.61693,1763.945008,1873.309357,3134.6969,1837.975149,24.78471376,21.81654626,33.48750292,20.30699974,23.14605257,27.08834814,16.93452751,3328.426938,666.0766443,292.0487027,1238.337306,1334.010984,952.3340339,3208.836567,3233.087361,2953.615365,6583.893151,2896.762408
118,TARA,TARA_072_SRF_<-0.22,72,SRF,5,<-0.22,Virome,-8.7789,-17.9099,5.8,25,199.1,10/5/10 8:00,TARA_B100000424,2.618,36.98,0.868,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.1183,0.0799,0.675401522,0.11330625,0.9071,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,27959600,6481.413397,62.56202143,252.8192799,280.1689398,316.8055784,32.48307157,36.04519735,41.85564931,31.09544955,27.06565608,31.84514854,4.485780652,289.4828165,19.11660526,0,80.58164419,191.4578934,171.4735197,163.5482577,165.6159373,164.7891172,487.8444782,104.9412983
119,TARA,TARA_072_SRF_0.22-3,72,SRF,5,0.22-3,0.22,-8.7789,-17.9099,5.8,25,199.1,10/5/10 8:00,TARA_R100001079,2.618,36.98,0.868,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.1183,0.0799,0.675401522,0.11330625,0.9071,19.3805,96.8593,132.6232,1621.1592,752.4031,11356.2672,9924740,25920.21146,1803.228767,3127.425549,3668.295109,1927.030161,38.67394353,37.27294356,54.20447913,26.34185648,35.42707437,34.68351629,2.435594898,4854.938397,479.6095323,95.48550361,681.114078,1463.017711,740.5312343,6419.694279,6408.344717,6461.883904,8715.784057,4089.593117
120,TARA,TARA_076_DCM_<-0.22,76,DCM,150,<-0.22,Virome,-21.0292,-35.3498,148,21.6,203.8,10/16/10 16:58,TARA_B100000519,0.056,0,0.712,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2648,1.5901,6.004909366,0.16541875,0.0733,14.3033,100.7768,41.6068,277.1993,296.5701,3509.4514,27335400,6513.962215,258.2305654,408.1345311,508.279868,521.4812799,50.0537712,60.05199348,57.5659096,53.5349125,47.61385784,53.05162878,3.412028612,601.9039441,47.55495298,1.648195383,361.4215436,646.664932,402.5729852,608.5934691,587.0348373,528.3192395,893.234874,389.8526583
121,TARA,TARA_076_DCM_0.22-0.45,76,DCM,150,0.22-0.45,0.22,-21.0292,-35.3498,148,21.6,203.8,10/16/10 16:58,TARA_Y100000817,0.056,0,0.712,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2648,1.5901,6.004909366,0.16541875,0.0733,14.3033,100.7768,41.6068,277.1993,296.5701,3509.4514,18462500,21311.00754,3734.978136,2084.033294,2938.438615,3137.788568,17.07853651,14.50324954,25.34543471,23.40079696,15.6227338,23.14763202,30.57632326,6854.787604,1058.007318,359.2040854,779.3946783,1512.184663,1257.710027,7846.360526,7758.027453,7498.383411,16949.59124,7347.459795
122,TARA,TARA_076_DCM_0.22-3,76,DCM,150,0.22-3,0.22,-21.0292,-35.3498,148,21.6,203.8,10/16/10 16:58,TARA_Y100000814,0.056,0,0.712,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2648,1.5901,6.004909366,0.16541875,0.0733,14.3033,100.7768,41.6068,277.1993,296.5701,3509.4514,19854600,13237.22614,2093.360812,1594.045582,2288.694768,2052.798078,42.9867307,45.68201191,69.4032335,55.52469644,51.91943951,52.35696131,4.000842337,3583.662984,433.2470025,199.1147991,891.885367,1983.584893,1404.684779,3420.849184,3865.147372,3284.997197,5660.831818,1938.223179
123,TARA,TARA_076_DCM_0.45-0.8,76,DCM,150,0.45-0.8,0.45,-21.0292,-35.3498,148,21.6,203.8,10/16/10 16:58,TARA_R100001129,0.056,0,0.712,Trades,South Atlantic Ocean,South Atlantic Gyral Province,0.2648,1.5901,6.004909366,0.16541875,0.0733,14.3033,100.7768,41.6068,277.1993,296.5701,3509.4514,24747200,10376.87907,2677.08687,2565.954388,3650.038912,2814.319505,57.2714581,62.01054135,87.30007177,65.47499918,60.90576085,62.94315565,18.83127636,5625.695508,736.0642112,243.5272088,900.4135425,2522.045973,1883.558062,4886.770484,5730.221152,4816.238449,7083.215959,2991.635439
124,TARA,TARA_076_MES_0.22-3,76,MES,800,0.22-3,0.22,-20.9315,-35.1794,792.8,4.7,192.2,10/17/10 9:05,TARA_B100000749,0.038,0,4.386,Trades,South Atlantic Ocean,South Atlantic Gyral Province,2.1433,32.6852,15.24994168,0.100475,1.1124,14.1316,93.7133,42.5174,270.9324,309.7769,3687.9843,21847500,10617.46282,4183.65438,2756.684344,6129.428013,5170.075525,48.77724569,59.52388595,72.48939709,63.46641195,63.38753553,51.72398074,75.36313202,4809.600734,2208.438568,1337.876815,1099.667506,2064.91068,2004.735756,1576.622047,1823.333658,1264.186054,9292.458137,5217.600332
