Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
oxygen_ctd_hot,CTD Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,CTD Hydrography HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""The majority of our sampling effort, approximately 60-72 h per standard HOT cruise, is spent at Station ALOHA. High vertical resolution environmental data are collected with a Sea-Bird CTD having external temperature (T), conductivity (C), dissolved oxygen (DO) and fluorescence (F) sensors and an internal pressure (P) sensor. A Sea-Bird 24-place carousel and an aluminum rosette that is capable of supporting 24 12-L PVC bottles are used to obtain water samples from desired depths. The CTD and rosette are deployed on a 3-conductor cable allowing for real-time display of data and for tripping the bottles at specific depths of interest. The CTD system takes 24 samples s-1 and the raw data are stored both on the computer and, for redundancy, on VHS-format video tapes.

In February 2006, before cruise 178, we replaced our 24 aging 12-L PVC rosette bottles with new 12-L bottles fabricated at the University of Hawaii Engineering Support Facility, using plans and specifications from John Bullister (PMEL).""",27,322,tblHOT_CTD,ctd oxygen hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
transmission_ctd_hot,CTD Transmission,% transmission,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,CTD Hydrography HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""The majority of our sampling effort, approximately 60-72 h per standard HOT cruise, is spent at Station ALOHA. High vertical resolution environmental data are collected with a Sea-Bird CTD having external temperature (T), conductivity (C), dissolved oxygen (DO) and fluorescence (F) sensors and an internal pressure (P) sensor. A Sea-Bird 24-place carousel and an aluminum rosette that is capable of supporting 24 12-L PVC bottles are used to obtain water samples from desired depths. The CTD and rosette are deployed on a 3-conductor cable allowing for real-time display of data and for tripping the bottles at specific depths of interest. The CTD system takes 24 samples s-1 and the raw data are stored both on the computer and, for redundancy, on VHS-format video tapes.

In February 2006, before cruise 178, we replaced our 24 aging 12-L PVC rosette bottles with new 12-L bottles fabricated at the University of Hawaii Engineering Support Facility, using plans and specifications from John Bullister (PMEL).""",27,323,tblHOT_CTD,ctd transmission hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
chloropigment_ctd_hot,CTD Chloropigment,µg/l,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,CTD Hydrography HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""The majority of our sampling effort, approximately 60-72 h per standard HOT cruise, is spent at Station ALOHA. High vertical resolution environmental data are collected with a Sea-Bird CTD having external temperature (T), conductivity (C), dissolved oxygen (DO) and fluorescence (F) sensors and an internal pressure (P) sensor. A Sea-Bird 24-place carousel and an aluminum rosette that is capable of supporting 24 12-L PVC bottles are used to obtain water samples from desired depths. The CTD and rosette are deployed on a 3-conductor cable allowing for real-time display of data and for tripping the bottles at specific depths of interest. The CTD system takes 24 samples s-1 and the raw data are stored both on the computer and, for redundancy, on VHS-format video tapes.

In February 2006, before cruise 178, we replaced our 24 aging 12-L PVC rosette bottles with new 12-L bottles fabricated at the University of Hawaii Engineering Support Facility, using plans and specifications from John Bullister (PMEL).""",27,324,tblHOT_CTD,ctd chloropigment hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
nitrate_ctd_hot,CTD Nitrate (NO3),µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,CTD Hydrography HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""The majority of our sampling effort, approximately 60-72 h per standard HOT cruise, is spent at Station ALOHA. High vertical resolution environmental data are collected with a Sea-Bird CTD having external temperature (T), conductivity (C), dissolved oxygen (DO) and fluorescence (F) sensors and an internal pressure (P) sensor. A Sea-Bird 24-place carousel and an aluminum rosette that is capable of supporting 24 12-L PVC bottles are used to obtain water samples from desired depths. The CTD and rosette are deployed on a 3-conductor cable allowing for real-time display of data and for tripping the bottles at specific depths of interest. The CTD system takes 24 samples s-1 and the raw data are stored both on the computer and, for redundancy, on VHS-format video tapes.

In February 2006, before cruise 178, we replaced our 24 aging 12-L PVC rosette bottles with new 12-L bottles fabricated at the University of Hawaii Engineering Support Facility, using plans and specifications from John Bullister (PMEL).""",27,325,tblHOT_CTD,ctd nitrate no3 hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
pressure_ctd_bottle_hot,Bottle CTD Pressure,decibar,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,326,tblHOT_Bottle,pressure bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
potential_temperature_ctd_bottle_hot,Bottle CTD Potential Temperature,ITS-90,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,327,tblHOT_Bottle,potential temperature bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
potential_density_ctd_bottle_hot,Bottle CTD Potential Density,kg/m^3,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,328,tblHOT_Bottle,potential density bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
temperature_ctd_bottle_hot,Bottle CTD Temperature,ITS-90,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,329,tblHOT_Bottle,temperature bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
salinity_ctd_bottle_hot,Bottle CTD Salinity,PSS-78,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,330,tblHOT_Bottle,salinity bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
oxygen_ctd_bottle_hot,Bottle CTD Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,331,tblHOT_Bottle,oxygen bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
salinity_bottle_hot,Bottle Salinity,PSS-78,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,332,tblHOT_Bottle,salinity bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
oxygen_bottle_hot,Bottle Dissolved Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,333,tblHOT_Bottle,dissolved oxygen bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
dic_bottle_hot,Bottle Dissolved Inorganic Carbon,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,334,tblHOT_Bottle,dissolved inorganic carbon bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
ph_bottle_hot,Bottle pH,,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,335,tblHOT_Bottle,ph bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
alk_bottle_hot,Alkalinity,µeq/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,336,tblHOT_Bottle,alkalinity bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
PO4_bottle_hot,Phosphate (PO4),µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,337,tblHOT_Bottle,phosphate PO4 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
NO2_NO3_bottle_hot,Nitrate (NO2 + NO3),µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,342,tblHOT_Bottle,nitrate NO2  NO3 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
SiO4_bottle_hot,Silicate (SiO4),nmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,343,tblHOT_Bottle,silicate SiO4 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
