Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
oxygen_ctd_bottle_hot,Bottle CTD Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,331,tblHOT_Bottle,oxygen_ctd_bottle_hot oxygen bottle ctd hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
salinity_bottle_hot,Bottle Salinity,PSS-78,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,332,tblHOT_Bottle,salinity_bottle_hot salinity bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
oxygen_bottle_hot,Bottle Dissolved Oxygen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,333,tblHOT_Bottle,oxygen_bottle_hot dissolved oxygen bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
dic_bottle_hot,Bottle Dissolved Inorganic Carbon,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,334,tblHOT_Bottle,dic_bottle_hot dissolved inorganic carbon bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
ph_bottle_hot,Bottle pH,,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,335,tblHOT_Bottle,ph_bottle_hot ph bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
alk_bottle_hot,Alkalinity,µeq/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,336,tblHOT_Bottle,alk_bottle_hot alkalinity bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
PO4_bottle_hot,Phosphate (PO4),µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,337,tblHOT_Bottle,PO4_bottle_hot phosphate PO4 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
NO2_NO3_bottle_hot,Nitrate (NO2 + NO3),µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,342,tblHOT_Bottle,NO2_NO3_bottle_hot nitrate NO2  NO3 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
SiO4_bottle_hot,Silicate (SiO4),nmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,343,tblHOT_Bottle,SiO4_bottle_hot silicate SiO4 bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
dop_bottle_hot,Dissolved Organic Phosphorus,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,344,tblHOT_Bottle,dop_bottle_hot dop dissolved organic phosphorus bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
don_bottle_hot,Dissolved Organic Nitrogen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,345,tblHOT_Bottle,don_bottle_hot don dissolved organic nitrogen bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
doc_bottle_hot,Dissolved Organic Carbon,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,346,tblHOT_Bottle,doc_bottle_hot doc dissolved organic carbon bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
tdp_bottle_hot,Total Dissolved Phosphorus,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,347,tblHOT_Bottle,tdp_bottle_hot tdp total dissolved phosphorus bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
tdn_bottle_hot,Total Dissolved Nitrogen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,348,tblHOT_Bottle,tdn_bottle_hot tdn total dissolved nitrogen bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
pc_bottle_hot,Particulate Carbon,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,349,tblHOT_Bottle,pc_bottle_hot pc particulate carbon bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
pn_bottle_hot,Particulate Nitrogen,µmol/kg,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Bottle Data HOT,Hawaii Ocean Time-series (HOT),http://hahana.soest.hawaii.edu/hot/hot-dogs/,"""Sampling at Station ALOHA typically begins with sediment trap deployment followed by a deep (> 4700 m) CTD cast and a ""burst series"" of at least 13 consecutive 1000 m casts, on 3-h intervals, to span the local inertial period (~ 31 h) and three semidiurnal tidal cycles. The repeated CTD casts enable us to calculate an average density profile from which variability on tidal and near-inertial time scales has been removed. These average density profiles are useful for the comparison of dynamic height and for the comparison of the depth distribution of chemical parameters from different casts and at monthly intervals. This sampling strategy is designed to assess variability on time scales of a few hours to a few years. Very high frequency variability (< 6 h) and variability on time scales of between 3-60 d are not adequately sampled with our ship-based operations.

Water samples for a variety of chemical and biological measurements are routinely collected from the surface to within 10 m of the seafloor. To the extent possible, we collect samples for complementary biogeochemical measurements from the same or from contiguous casts to minimize aliasing caused by time-dependent changes in the density field. This approach is especially important for samples collected in the upper 350 m of the water column. Furthermore, we attempt to sample from common depths and specific density horizons each month to facilitate comparisons between cruises. Water samples for salinity determinations are collected from every water bottle to identify sampling errors. Approximately 20% of the water samples are collected and analyzed in duplicate or triplicate to assess and track our precision in sample analyses.

At Stations Kahe, ALOHA and Kaena, water samples for chemical analyses were collected from discrete depths using 12 liter PVC bottles with nylon coated internal springs as closing mechanisms. Sampling strategies and procedures are well documented in the previous Data Reports and in the HOT Program Field and Laboratory Protocols manual.""",28,350,tblHOT_Bottle,pn_bottle_hot pn particulate nitrogen bottle hydrography hot bio biogeo biology insitu in-situ observation rep reprocessed aloha
